Case_ID,Term,Case_Name,Petitioner,Hearing_Date,Issue_Area,Decision_Type,Direction,Majority_Votes,Minority_Votes,Chief_Justice,Case_Status,Courtroom,Duration_Days,Victim  Count,State,District,Term_iqr_outlier,Majority_Votes_iqr_outlier,Minority_Votes_iqr_outlier,Courtroom_iqr_outlier,Duration_Days_iqr_outlier,Victim  Count_iqr_outlier,Term_zscore_outlier,Majority_Votes_zscore_outlier,Minority_Votes_zscore_outlier,Courtroom_zscore_outlier,Duration_Days_zscore_outlier,Victim  Count_zscore_outlier,anomaly_flag,outlier_flag,Hearing_Date_year,Hearing_Date_month,Hearing_Date_day
101,-1.0149675475261188,5,2,2015-04-12,3,2,1,-0.04048512950656946,0.7145649078272621,5,1,1.2876059921887237,1.6889838194835114,-0.9097866165767792,6,2,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,12
102,1.564961516087363,4,4,2015-04-13,1,0,0,-1.389989446392227,-0.7663986317111051,0,1,-0.2886522997025983,1.6889838194835114,-0.9097866165767792,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,13
103,-0.07681152439394365,1,2,2015-04-14,4,3,1,-0.7152372879493982,-1.5068804014802888,2,0,1.6816705651615542,0.3796940369381536,-0.5554393462450249,1,48,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,14
104,0.7440749958467097,3,5,2015-04-15,0,2,1,1.3090191873790882,-0.025916861941921533,3,1,-1.0767814456482594,1.6889838194835114,1.570644275745501,0,13,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,15
105,0.15772748138910014,0,6,2015-04-16,2,3,0,0.6342670289362593,-0.025916861941921533,4,2,-0.879749159161844,0.5667354344446334,1.3934706405796238,5,32,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,16
106,-0.19408102728546553,7,6,2015-04-17,3,2,0,-1.389989446392227,-0.025916861941921533,2,0,-1.4708460186210899,-1.677761335633123,-1.2641338869085335,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,17
107,-1.2495065533091627,5,0,2015-04-18,3,0,1,1.3090191873790882,1.4550466775964457,1,0,-1.8649105915939204,-1.5842406368798831,-0.732612981410902,2,6,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,-7.000000000000001,2015,4,18
108,-0.4286200330685093,0,6,2015-04-19,0,1,0,-0.04048512950656946,-0.7663986317111051,0,2,1.0905737057023084,1.3149010244705521,-1.0869602517426562,0,15,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,19
109,-0.6631590388515531,4,7,2015-04-20,0,3,1,1.3090191873790882,-1.5068804014802888,1,0,0.10541227327023218,-1.677761335633123,-0.3782657110791477,1,42,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,20
110,-0.31135053017698744,0,2,2015-04-21,0,0,1,0.6342670289362593,-0.7663986317111051,0,1,0.4994768462430627,1.1278596269640724,-1.2641338869085335,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,21
111,-0.31135053017698744,5,4,2015-04-22,3,0,0,1.3090191873790882,1.4550466775964457,3,1,-0.09162001321618306,1.0343389282108326,-0.02391844074739338,8,29,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,22
112,1.0958835045212754,1,4,2015-04-23,1,2,0,0.6342670289362593,1.4550466775964457,4,2,-1.4708460186210899,0.09913194067843412,-0.9097866165767792,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,23
113,1.2131530074127972,0,0,2015-04-24,2,1,1,-1.389989446392227,-1.5068804014802888,1,1,-0.2886522997025983,0.09913194067843412,1.0391233702478695,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,24
114,0.5095359900636659,4,4,2015-04-25,1,1,0,0.6342670289362593,0.7145649078272621,2,2,0.3024445597566474,-1.7712820343863627,-0.9097866165767792,4,19,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,25
115,0.8613444987382316,4,7,2015-04-26,4,0,1,0.6342670289362593,-0.7663986317111051,4,2,0.10541227327023218,-1.023116444360444,-0.20109207591327052,7,45,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,26
116,1.0958835045212754,6,6,2015-04-27,4,0,1,-0.7152372879493982,1.4550466775964457,0,1,-1.8649105915939204,-0.8360750468539643,0.5076024647502381,8,49,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,27
117,0.5095359900636659,6,5,2015-04-28,1,2,1,-1.389989446392227,0.7145649078272621,5,2,1.4846382786751389,-0.9295957456072041,-0.02391844074739338,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,28
118,-1.7185845648752502,7,3,2015-04-29,2,0,1,0.6342670289362593,-0.7663986317111051,3,1,1.2876059921887237,0.2861733381849138,-0.02391844074739338,9,14,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,29
119,0.6268054929551877,1,6,2015-04-30,4,0,0,1.3090191873790882,0.7145649078272621,1,0,-0.2886522997025983,1.5019424219770319,1.570644275745501,8,0,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,30
120,0.8613444987382316,1,0,2015-01-01,4,3,0,1.3090191873790882,-0.7663986317111051,1,0,-0.2886522997025983,0.5667354344446334,0.1532551944184838,1,48,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,1
121,0.39226648717214396,1,0,2015-05-02,3,2,1,-0.7152372879493982,0.7145649078272621,4,1,-0.09162001321618306,0.3796940369381536,1.570644275745501,7,11,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,2
122,-0.6631590388515531,0,0,2015-05-03,4,2,1,1.3090191873790882,-0.7663986317111051,1,1,1.6816705651615542,0.09913194067843412,-0.9097866165767792,2,6,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,3
123,-0.6631590388515531,2,0,2015-05-04,0,0,0,1.3090191873790882,-1.5068804014802888,3,1,0.8935414192158931,-1.4907199381266432,-0.732612981410902,6,21,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,4
124,0.9786140016297534,2,2,2015-05-05,3,1,1,1.3090191873790882,0.7145649078272621,1,0,-1.0767814456482594,1.5954631207302716,-0.02391844074739338,2,18,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,5
125,-0.8976980446345969,5,5,2015-05-06,3,0,1,-1.389989446392227,1.4550466775964457,1,0,0.10541227327023218,1.4084217232237919,-0.02391844074739338,8,23,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,6
126,-1.4840455590922064,4,0,2015-05-07,4,0,0,0.6342670289362593,-1.5068804014802888,4,1,-1.667878305107505,-0.18143015558128542,-0.9097866165767792,9,4,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,7
127,1.564961516087363,2,6,2015-05-08,0,2,1,0.6342670289362593,-0.7663986317111051,3,2,0.4994768462430627,0.9408182294575927,-0.9097866165767792,2,6,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,8
128,-1.7185845648752502,3,4,2015-05-09,4,0,1,-0.7152372879493982,-0.7663986317111051,5,0,1.0905737057023084,-1.2101578418669237,0.6847760999161152,9,14,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,9
129,0.8613444987382316,4,5,2015-05-10,4,0,0,1.3090191873790882,-1.5068804014802888,4,2,0.10541227327023218,-1.116637143113684,1.2162970054137467,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,10
130,-0.5458895359600312,0,6,2015-05-11,1,3,0,-1.389989446392227,-1.5068804014802888,2,2,-0.09162001321618306,-0.7425543481007245,-0.9097866165767792,2,31,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,11
131,-1.7185845648752502,4,3,2015-05-12,1,0,0,1.3090191873790882,-0.025916861941921533,0,0,0.6965091327294779,0.2861733381849138,0.6847760999161152,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,12
132,-0.4286200330685093,1,3,2015-05-13,3,1,1,0.6342670289362593,1.4550466775964457,5,2,-0.09162001321618306,0.753776831951113,1.7478179109113783,5,36,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,13
133,1.3304225103043192,4,4,2015-05-14,2,1,0,-0.7152372879493982,-0.7663986317111051,3,2,0.6965091327294779,0.6602561331978731,-0.20109207591327052,1,39,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,14
134,1.0958835045212754,0,5,2015-05-15,2,3,1,1.3090191873790882,-1.5068804014802888,4,1,-0.2886522997025983,1.0343389282108326,-0.732612981410902,9,25,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,15
135,-1.4840455590922064,5,0,2015-05-16,1,3,1,-0.04048512950656946,-0.025916861941921533,1,2,0.6965091327294779,-0.3684715530877651,1.2162970054137467,3,26,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,16
136,-0.6631590388515531,7,6,2015-05-17,4,2,1,1.3090191873790882,0.7145649078272621,4,1,-1.4708460186210899,-1.5842406368798831,0.33042882958436093,1,39,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,17
137,-0.4286200330685093,2,2,2015-05-18,3,2,1,-1.389989446392227,-0.7663986317111051,5,0,0.10541227327023218,0.4732147356913935,-1.2641338869085335,1,39,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,18
138,1.682231018978885,2,5,2015-05-19,3,3,1,-1.389989446392227,0.7145649078272621,3,1,-1.667878305107505,0.5667354344446334,-0.9097866165767792,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,19
139,-0.6631590388515531,3,4,2015-05-20,4,1,1,-1.389989446392227,-0.7663986317111051,3,1,-0.09162001321618306,0.2861733381849138,1.0391233702478695,3,43,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,20
140,0.8613444987382316,5,0,2015-05-21,2,3,1,-0.7152372879493982,-1.5068804014802888,1,0,-1.4708460186210899,0.6602561331978731,-1.2641338869085335,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,21
141,1.564961516087363,0,1,2015-05-22,1,3,1,1.3090191873790882,-0.025916861941921533,1,2,0.10541227327023218,-0.6490336493474846,1.2162970054137467,1,39,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,22
142,0.39226648717214396,5,1,2015-05-23,0,1,0,0.6342670289362593,1.4550466775964457,0,2,0.10541227327023218,-0.3684715530877651,1.3934706405796238,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,23
143,-0.4286200330685093,5,0,2015-05-24,0,2,1,1.3090191873790882,-1.5068804014802888,1,2,0.4994768462430627,-0.46199225184100495,-1.0869602517426562,4,47,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,24
144,0.8613444987382316,2,1,2015-05-25,4,2,1,1.3090191873790882,0.7145649078272621,0,0,-0.6827168726754288,-1.7712820343863627,-1.6184811572402877,3,43,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,25
145,-0.7804285417430751,4,2,2015-05-26,3,0,0,-0.7152372879493982,1.4550466775964457,0,1,1.2876059921887237,0.4732147356913935,-0.20109207591327052,8,23,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,26
146,-1.4840455590922064,3,3,2015-05-27,2,0,1,-0.04048512950656946,-0.7663986317111051,1,0,-1.667878305107505,0.09913194067843412,-1.2641338869085335,8,49,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,27
147,1.682231018978885,6,4,2015-05-28,3,2,0,-0.04048512950656946,0.7145649078272621,4,2,0.3024445597566474,1.0343389282108326,0.33042882958436093,3,43,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,28
148,-0.5458895359600312,0,4,2015-05-29,4,1,0,-1.389989446392227,1.4550466775964457,0,1,-0.09162001321618306,0.09913194067843412,0.33042882958436093,7,30,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,29
149,-1.4840455590922064,3,7,2015-05-30,3,3,1,1.3090191873790882,-1.5068804014802888,4,0,1.4846382786751389,1.1278596269640724,1.3934706405796238,8,23,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,-7.000000000000001,2015,5,30
150,1.0958835045212754,4,3,2015-05-31,0,2,1,-1.389989446392227,0.7145649078272621,3,0,0.10541227327023218,0.9408182294575927,1.0391233702478695,6,2,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,5,31
151,1.564961516087363,7,0,2015-06-01,3,0,0,-1.389989446392227,-0.025916861941921533,5,2,1.0905737057023084,-0.08790945682804557,0.8619497350819924,4,16,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,1
152,0.5095359900636659,6,5,2015-06-02,2,3,0,-1.389989446392227,-0.7663986317111051,4,0,1.2876059921887237,1.0343389282108326,-0.02391844074739338,5,32,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,2
153,-0.07681152439394365,7,7,2015-06-03,4,2,0,-0.7152372879493982,-0.025916861941921533,2,0,1.6816705651615542,-0.6490336493474846,-0.20109207591327052,6,27,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,3
154,0.274996984280622,2,1,2015-06-04,4,1,0,-1.389989446392227,-0.025916861941921533,0,1,1.4846382786751389,0.4732147356913935,1.0391233702478695,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,4
155,-0.4286200330685093,5,2,2015-06-05,4,3,1,0.6342670289362593,-1.5068804014802888,5,1,-1.4708460186210899,-1.5842406368798831,-0.5554393462450249,5,38,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,5
156,0.040457978497578255,3,6,2015-06-06,3,2,0,-0.04048512950656946,-0.025916861941921533,3,2,1.0905737057023084,0.8472975307043529,1.570644275745501,5,36,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,6
157,0.6268054929551877,7,3,2015-06-07,3,3,0,-0.7152372879493982,-0.025916861941921533,2,1,-0.879749159161844,1.4084217232237919,-1.6184811572402877,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,7
158,1.447692013195841,5,7,2015-06-08,1,1,1,0.6342670289362593,-1.5068804014802888,0,2,0.3024445597566474,-1.4907199381266432,-1.2641338869085335,9,25,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,8
159,0.39226648717214396,6,0,2015-06-09,1,3,0,1.3090191873790882,-0.025916861941921533,5,2,0.10541227327023218,0.6602561331978731,1.2162970054137467,8,29,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,9
160,-1.6013150619837284,7,7,2015-06-10,1,1,0,-0.7152372879493982,-0.7663986317111051,2,2,0.8935414192158931,-0.27495085433452526,0.1532551944184838,2,18,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,10
161,-1.1322370504176407,7,3,2015-06-11,0,0,1,-0.04048512950656946,-1.5068804014802888,3,0,0.8935414192158931,-1.3971992393734034,-1.6184811572402877,5,36,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,0.142857142857143,2015,6,11
162,0.7440749958467097,7,6,2015-06-12,1,0,1,-0.7152372879493982,0.7145649078272621,2,1,1.0905737057023084,-0.27495085433452526,0.8619497350819924,0,33,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,12
163,1.682231018978885,1,3,2015-06-13,4,0,0,-1.389989446392227,-0.7663986317111051,5,2,-0.09162001321618306,-1.2101578418669237,-0.732612981410902,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,13
164,1.2131530074127972,0,2,2015-06-14,0,0,1,0.6342670289362593,-0.7663986317111051,3,1,0.3024445597566474,0.9408182294575927,1.570644275745501,2,6,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,14
165,0.274996984280622,2,0,2015-06-15,4,0,0,-1.389989446392227,0.7145649078272621,3,2,0.4994768462430627,-1.4907199381266432,1.0391233702478695,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,15
166,-1.1322370504176407,0,4,2015-06-16,3,2,0,0.6342670289362593,-0.025916861941921533,3,1,-1.2738137321346745,1.1278596269640724,0.8619497350819924,1,42,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,16
167,-0.7804285417430751,3,7,2015-06-17,3,0,1,-1.389989446392227,1.4550466775964457,2,1,-0.6827168726754288,0.005611241925194271,0.6847760999161152,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,17
168,-1.2495065533091627,5,6,2015-06-18,0,1,1,-0.7152372879493982,1.4550466775964457,4,2,-1.667878305107505,0.09913194067843412,-1.0869602517426562,9,17,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,18
169,-0.07681152439394365,7,2,2015-06-19,1,1,0,0.6342670289362593,0.7145649078272621,1,0,0.8935414192158931,0.2861733381849138,-0.3782657110791477,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,19
170,-0.6631590388515531,2,1,2015-06-20,4,2,0,-0.7152372879493982,0.7145649078272621,1,1,-0.48568458618901356,-1.023116444360444,0.1532551944184838,0,15,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,20
171,-0.6631590388515531,3,7,2015-06-21,4,1,0,0.6342670289362593,-0.025916861941921533,4,0,0.10541227327023218,-0.18143015558128542,0.8619497350819924,8,23,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,21
172,-0.07681152439394365,4,1,2015-06-22,0,2,1,0.6342670289362593,1.4550466775964457,1,0,0.8935414192158931,0.3796940369381536,1.570644275745501,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,22
173,0.39226648717214396,1,7,2015-06-23,4,0,0,-0.04048512950656946,-0.7663986317111051,5,2,0.6965091327294779,0.5667354344446334,0.1532551944184838,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,23
174,-1.6013150619837284,7,3,2015-06-24,4,2,1,1.3090191873790882,-1.5068804014802888,2,2,-0.48568458618901356,0.3796940369381536,-0.732612981410902,5,38,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,24
175,-1.0149675475261188,5,2,2015-06-25,0,0,0,1.3090191873790882,-0.025916861941921533,4,2,0.3024445597566474,1.6889838194835114,-0.02391844074739338,4,47,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,25
176,0.15772748138910014,3,1,2015-06-26,3,2,0,-0.04048512950656946,-0.025916861941921533,2,1,0.4994768462430627,0.09913194067843412,-0.9097866165767792,7,30,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,26
177,0.274996984280622,6,0,2015-06-27,3,2,0,-0.04048512950656946,-0.025916861941921533,1,2,0.10541227327023218,1.6889838194835114,-0.3782657110791477,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,27
178,0.6268054929551877,3,1,2015-06-28,3,3,1,-1.389989446392227,1.4550466775964457,5,2,1.2876059921887237,-1.2101578418669237,-0.02391844074739338,5,5,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,28
179,1.682231018978885,1,5,2015-06-29,0,2,1,-0.04048512950656946,1.4550466775964457,3,1,1.2876059921887237,-0.3684715530877651,-0.20109207591327052,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,29
180,-1.3667760562006845,3,2,2015-06-30,3,0,1,0.6342670289362593,0.7145649078272621,1,1,-1.2738137321346745,-1.023116444360444,-0.02391844074739338,9,41,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,6,30
181,-1.7185845648752502,2,0,2015-07-01,4,1,1,0.6342670289362593,-0.7663986317111051,5,2,-0.48568458618901356,1.5019424219770319,0.1532551944184838,6,21,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,1
182,0.39226648717214396,1,2,2015-07-02,1,2,0,-1.389989446392227,-0.025916861941921533,2,2,-1.0767814456482594,0.3796940369381536,-1.2641338869085335,4,19,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,2
183,-1.4840455590922064,2,2,2015-07-03,2,0,1,-1.389989446392227,-0.025916861941921533,5,2,1.0905737057023084,-0.5555129505942448,0.6847760999161152,5,38,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,3
184,1.0958835045212754,3,6,2015-07-04,2,1,1,-0.7152372879493982,-0.025916861941921533,5,1,-1.2738137321346745,0.19265263943167396,1.0391233702478695,0,33,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,4
185,0.39226648717214396,2,1,2015-07-05,4,1,1,0.6342670289362593,-0.025916861941921533,3,0,0.8935414192158931,0.5667354344446334,-0.20109207591327052,0,15,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,5
186,1.447692013195841,3,0,2015-07-06,1,3,0,-0.7152372879493982,0.7145649078272621,1,0,0.3024445597566474,-0.6490336493474846,-1.2641338869085335,9,4,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,6
187,1.0958835045212754,0,2,2015-07-07,2,3,0,-0.7152372879493982,-0.025916861941921533,1,2,-1.0767814456482594,-1.4907199381266432,-0.20109207591327052,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,7
188,0.39226648717214396,7,2,2015-07-08,2,1,0,1.3090191873790882,-0.7663986317111051,0,0,1.0905737057023084,-1.8648027331396027,-1.6184811572402877,4,20,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,0.142857142857143,2015,7,8
189,-1.3667760562006845,4,5,2015-07-09,3,2,1,-0.04048512950656946,1.4550466775964457,5,1,0.6965091327294779,1.5019424219770319,1.0391233702478695,5,36,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,9
190,0.040457978497578255,7,6,2015-07-10,1,3,0,-0.04048512950656946,0.7145649078272621,2,0,-0.09162001321618306,-0.7425543481007245,-1.6184811572402877,9,41,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,10
191,-1.2495065533091627,2,3,2015-07-11,3,3,0,0.6342670289362593,-1.5068804014802888,5,0,-0.6827168726754288,-0.08790945682804557,-0.20109207591327052,2,18,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,11
192,0.39226648717214396,7,1,2015-07-12,3,1,0,-0.7152372879493982,-0.025916861941921533,2,1,0.4994768462430627,1.5954631207302716,1.570644275745501,4,19,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,12
193,0.39226648717214396,0,0,2015-07-13,4,3,1,-1.389989446392227,-0.7663986317111051,0,0,-1.0767814456482594,-1.5842406368798831,-1.6184811572402877,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,13
194,0.8613444987382316,3,5,2015-07-14,3,0,1,0.6342670289362593,-0.025916861941921533,0,0,-1.4708460186210899,-0.27495085433452526,-1.0869602517426562,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,14
195,-1.6013150619837284,1,1,2015-07-15,2,1,1,-0.04048512950656946,0.7145649078272621,2,0,0.8935414192158931,0.19265263943167396,-0.02391844074739338,0,37,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,15
196,-0.6631590388515531,1,3,2015-07-16,1,3,0,0.6342670289362593,0.7145649078272621,1,0,-1.2738137321346745,0.753776831951113,-1.6184811572402877,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,16
197,-1.6013150619837284,2,4,2015-07-17,4,3,0,1.3090191873790882,0.7145649078272621,1,1,0.8935414192158931,-1.023116444360444,-1.2641338869085335,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,17
198,1.564961516087363,6,5,2015-07-18,4,1,0,-1.389989446392227,-0.025916861941921533,5,2,0.6965091327294779,0.005611241925194271,-1.6184811572402877,5,38,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,7,18
199,1.564961516087363,3,2,2015-07-19,1,2,1,0.6342670289362593,-1.5068804014802888,4,2,1.6816705651615542,-1.8648027331396027,0.33042882958436093,2,34,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,-7.000000000000001,2015,7,19
